county,candidate,party,votes,votesm
Essex,John Kasich,Republican,297,0.297
Essex,Ted Cruz,Republican,73,0.073
Fairfield,Donald Trump,Republican,2597,2.597
Fairfield,John Kasich,Republican,2183,2.183
Fairfield,Ted Cruz,Republican,472,0.472
Farmington,Donald Trump,Republican,1125,1.125
Farmington,John Kasich,Republican,651,0.651
Farmington,Ted Cruz,Republican,237,0.237
Franklin,Donald Trump,Republican,89,0.089
Franklin,John Kasich,Republican,54,0.054
Franklin,Ted Cruz,Republican,30,0.03
Glastonbury,Donald Trump,Republican,1521,1.521
Glastonbury,John Kasich,Republican,1366,1.366
Glastonbury,Ted Cruz,Republican,269,0.269
Goshen,Donald Trump,Republican,261,0.261
Goshen,John Kasich,Republican,101,0.101
Goshen,Ted Cruz,Republican,46,0.046
Granby,Donald Trump,Republican,666,0.666
Granby,John Kasich,Republican,479,0.479
Granby,Ted Cruz,Republican,203,0.203
Greenwich,Donald Trump,Republican,3007,3.007
Greenwich,John Kasich,Republican,2591,2.591
Greenwich,Ted Cruz,Republican,552,0.552
Griswold,Donald Trump,Republican,501,0.501
Griswold,John Kasich,Republican,132,0.132
Griswold,Ted Cruz,Republican,81,0.081
Groton,Donald Trump,Republican,991,0.991
Groton,John Kasich,Republican,561,0.561
Groton,Ted Cruz,Republican,226,0.226
Guilford,Donald Trump,Republican,973,0.973
Guilford,John Kasich,Republican,588,0.588
Guilford,Ted Cruz,Republican,244,0.244
Haddam,Donald Trump,Republican,495,0.495
Haddam,John Kasich,Republican,206,0.206
Haddam,Ted Cruz,Republican,95,0.095
Hamden,Donald Trump,Republican,1189,1.189
Hamden,John Kasich,Republican,558,0.558
Hamden,Ted Cruz,Republican,368,0.368
Hampton,Donald Trump,Republican,105,0.105
Hampton,John Kasich,Republican,45,0.045
Hampton,Ted Cruz,Republican,23,0.023
Hartford,Donald Trump,Republican,265,0.265
Hartford,John Kasich,Republican,158,0.158
Hartford,Ted Cruz,Republican,87,0.087
Hartland,Donald Trump,Republican,193,0.193
Hartland,John Kasich,Republican,60,0.06
Hartland,Ted Cruz,Republican,73,0.073
Harwinton,Donald Trump,Republican,427,0.427
Harwinton,John Kasich,Republican,152,0.152
Harwinton,Ted Cruz,Republican,87,0.087
Hebron,Donald Trump,Republican,476,0.476
Hebron,John Kasich,Republican,263,0.263
Hebron,Ted Cruz,Republican,120,0.12
Kent,Donald Trump,Republican,126,0.126
Kent,John Kasich,Republican,93,0.093
Kent,Ted Cruz,Republican,33,0.033
Killingly,Donald Trump,Republican,478,0.478
Killingly,John Kasich,Republican,115,0.115
Killingly,Ted Cruz,Republican,118,0.118
Killingworth,Donald Trump,Republican,454,0.454
Killingworth,John Kasich,Republican,219,0.219
Killingworth,Ted Cruz,Republican,93,0.093
Lebanon,Donald Trump,Republican,416,0.416
Lebanon,John Kasich,Republican,169,0.169
Lebanon,Ted Cruz,Republican,98,0.098
Ledyard,Donald Trump,Republican,642,0.642
Ledyard,John Kasich,Republican,361,0.361
Ledyard,Ted Cruz,Republican,197,0.197
Lisbon,Donald Trump,Republican,189,0.189
Lisbon,John Kasich,Republican,79,0.079
Lisbon,Ted Cruz,Republican,36,0.036
Litchfield,Donald Trump,Republican,568,0.568
Litchfield,John Kasich,Republican,289,0.289
Litchfield,Ted Cruz,Republican,127,0.127
Lyme,Donald Trump,Republican,137,0.137
Lyme,John Kasich,Republican,124,0.124
Lyme,Ted Cruz,Republican,36,0.036
Madison,Donald Trump,Republican,974,0.974
Madison,John Kasich,Republican,817,0.817
Madison,Ted Cruz,Republican,210,0.21
Manchester,Donald Trump,Republican,1372,1.372
Manchester,John Kasich,Republican,797,0.797
Manchester,Ted Cruz,Republican,332,0.332
Mansfield,Donald Trump,Republican,305,0.305
Mansfield,John Kasich,Republican,261,0.261
Mansfield,Ted Cruz,Republican,96,0.096
Marlborough,Donald Trump,Republican,355,0.355
Marlborough,John Kasich,Republican,186,0.186
Marlborough,Ted Cruz,Republican,70,0.07
Meriden,Donald Trump,Republican,1189,1.189
Meriden,John Kasich,Republican,368,0.368
Meriden,Ted Cruz,Republican,300,0.3
Middlebury,Donald Trump,Republican,770,0.77
Middlebury,John Kasich,Republican,285,0.285
Middlebury,Ted Cruz,Republican,104,0.104
Middlefield,Donald Trump,Republican,196,0.196
Middlefield,John Kasich,Republican,77,0.077
Middlefield,Ted Cruz,Republican,49,0.049
Middletown,Donald Trump,Republican,1060,1.06
Middletown,John Kasich,Republican,443,0.443
Middletown,Ted Cruz,Republican,266,0.266
Milford,Donald Trump,Republican,2341,2.341
Milford,John Kasich,Republican,791,0.791
Milford,Ted Cruz,Republican,413,0.413
Monroe,Donald Trump,Republican,1110,1.11
Monroe,John Kasich,Republican,466,0.466
Monroe,Ted Cruz,Republican,192,0.192
Montville,Donald Trump,Republican,592,0.592
Montville,John Kasich,Republican,210,0.21
Montville,Ted Cruz,Republican,150,0.15
Morris,Donald Trump,Republican,191,0.191
Morris,John Kasich,Republican,84,0.084
Morris,Ted Cruz,Republican,35,0.035
Naugatuck,Donald Trump,Republican,1163,1.163
Naugatuck,John Kasich,Republican,307,0.307
Naugatuck,Ted Cruz,Republican,223,0.223
New Britain,Donald Trump,Republican,846,0.846
New Britain,John Kasich,Republican,296,0.296
New Britain,Ted Cruz,Republican,211,0.211
New Canaan,Donald Trump,Republican,1168,1.168
New Canaan,John Kasich,Republican,1362,1.362
New Canaan,Ted Cruz,Republican,262,0.262
New Fairfield,Donald Trump,Republican,865,0.865
New Fairfield,John Kasich,Republican,287,0.287
New Fairfield,Ted Cruz,Republican,146,0.146
New Hartford,Donald Trump,Republican,483,0.483
New Hartford,John Kasich,Republican,211,0.211
New Hartford,Ted Cruz,Republican,120,0.12
New Haven,Donald Trump,Republican,509,0.509
New Haven,John Kasich,Republican,336,0.336
New Haven,Ted Cruz,Republican,163,0.163
New London,Donald Trump,Republican,268,0.268
New London,John Kasich,Republican,137,0.137
New London,Ted Cruz,Republican,58,0.058
New Milford,Donald Trump,Republican,1334,1.334
New Milford,John Kasich,Republican,466,0.466
New Milford,Ted Cruz,Republican,265,0.265
Newington,Donald Trump,Republican,1105,1.105
Newington,John Kasich,Republican,421,0.421
Newington,Ted Cruz,Republican,172,0.172
Newtown,Donald Trump,Republican,1654,1.654
Newtown,John Kasich,Republican,828,0.828
Newtown,Ted Cruz,Republican,372,0.372
Norfolk,Donald Trump,Republican,73,0.073
Norfolk,John Kasich,Republican,36,0.036
Norfolk,Ted Cruz,Republican,18,0.018
North Branford,Donald Trump,Republican,729,0.729
North Branford,John Kasich,Republican,175,0.175
North Branford,Ted Cruz,Republican,124,0.124
North Canaan,Donald Trump,Republican,147,0.147
North Canaan,John Kasich,Republican,62,0.062
North Canaan,Ted Cruz,Republican,37,0.037
North Haven,Donald Trump,Republican,1323,1.323
North Haven,John Kasich,Republican,460,0.46
North Haven,Ted Cruz,Republican,240,0.24
North Stonington,Donald Trump,Republican,351,0.351
North Stonington,John Kasich,Republican,127,0.127
North Stonington,Ted Cruz,Republican,63,0.063
Norwalk,Donald Trump,Republican,2186,2.186
Norwalk,John Kasich,Republican,1133,1.133
Norwalk,Ted Cruz,Republican,426,0.426
Norwich,Donald Trump,Republican,775,0.775
Norwich,John Kasich,Republican,271,0.271
Norwich,Ted Cruz,Republican,145,0.145
Old Lyme,Donald Trump,Republican,470,0.47
Old Lyme,John Kasich,Republican,326,0.326
Old Lyme,Ted Cruz,Republican,89,0.089
Old Saybrook,Donald Trump,Republican,649,0.649
Old Saybrook,John Kasich,Republican,386,0.386
Old Saybrook,Ted Cruz,Republican,101,0.101
Orange,Donald Trump,Republican,763,0.763
Orange,John Kasich,Republican,340,0.34
Orange,Ted Cruz,Republican,141,0.141
Oxford,Donald Trump,Republican,1030,1.03
Oxford,John Kasich,Republican,260,0.26
Oxford,Ted Cruz,Republican,154,0.154
Plainfield,Donald Trump,Republican,440,0.44
Plainfield,John Kasich,Republican,141,0.141
Plainfield,Ted Cruz,Republican,107,0.107
Plainville,Donald Trump,Republican,784,0.784
Plainville,John Kasich,Republican,195,0.195
Plainville,Ted Cruz,Republican,105,0.105
Plymouth,Donald Trump,Republican,658,0.658
Plymouth,John Kasich,Republican,145,0.145
Plymouth,Ted Cruz,Republican,81,0.081
Pomfret,Donald Trump,Republican,186,0.186
Pomfret,John Kasich,Republican,103,0.103
Pomfret,Ted Cruz,Republican,45,0.045
Portland,Donald Trump,Republican,404,0.404
Portland,John Kasich,Republican,214,0.214
Portland,Ted Cruz,Republican,78,0.078
Preston,Donald Trump,Republican,262,0.262
Preston,John Kasich,Republican,92,0.092
Preston,Ted Cruz,Republican,46,0.046
Prospect,Donald Trump,Republican,747,0.747
Prospect,John Kasich,Republican,178,0.178
Prospect,Ted Cruz,Republican,114,0.114
Putnam,Donald Trump,Republican,224,0.224
Putnam,John Kasich,Republican,93,0.093
Putnam,Ted Cruz,Republican,48,0.048
Redding,Donald Trump,Republican,509,0.509
Redding,John Kasich,Republican,344,0.344
Redding,Ted Cruz,Republican,120,0.12
Ridgefield,Donald Trump,Republican,1360,1.36
Ridgefield,John Kasich,Republican,962,0.962
Ridgefield,Ted Cruz,Republican,283,0.283
Rocky Hill,Donald Trump,Republican,758,0.758
Rocky Hill,John Kasich,Republican,326,0.326
Rocky Hill,Ted Cruz,Republican,140,0.14
Roxbury,Donald Trump,Republican,167,0.167
Roxbury,John Kasich,Republican,74,0.074
Roxbury,Ted Cruz,Republican,35,0.035
Salem,Donald Trump,Republican,216,0.216
Salem,John Kasich,Republican,94,0.094
Salem,Ted Cruz,Republican,48,0.048
Salisbury,Donald Trump,Republican,104,0.104
Salisbury,John Kasich,Republican,119,0.119
Salisbury,Ted Cruz,Republican,40,0.04
Scotland,Donald Trump,Republican,90,0.09
Scotland,John Kasich,Republican,33,0.033
Scotland,Ted Cruz,Republican,14,0.014
Seymour,Donald Trump,Republican,812,0.812
Seymour,John Kasich,Republican,181,0.181
Seymour,Ted Cruz,Republican,113,0.113
Sharon,Donald Trump,Republican,118,0.118
Sharon,John Kasich,Republican,87,0.087
Sharon,Ted Cruz,Republican,21,0.021
Shelton,Donald Trump,Republican,2344,2.344
Shelton,John Kasich,Republican,778,0.778
Shelton,Ted Cruz,Republican,385,0.385
Sherman,Donald Trump,Republican,268,0.268
Sherman,John Kasich,Republican,96,0.096
Sherman,Ted Cruz,Republican,39,0.039
Simsbury,Donald Trump,Republican,1193,1.193
Simsbury,John Kasich,Republican,1158,1.158
Simsbury,Ted Cruz,Republican,334,0.334
Somers,Donald Trump,Republican,696,0.696
Somers,John Kasich,Republican,229,0.229
Somers,Ted Cruz,Republican,115,0.115
South Windsor,Donald Trump,Republican,999,0.999
South Windsor,John Kasich,Republican,624,0.624
South Windsor,Ted Cruz,Republican,213,0.213
Southbury,Donald Trump,Republican,1502,1.502
Southbury,John Kasich,Republican,649,0.649
Southbury,Ted Cruz,Republican,270,0.27
Southington,Donald Trump,Republican,2241,2.241
Southington,John Kasich,Republican,821,0.821
Southington,Ted Cruz,Republican,429,0.429
Sprague,Donald Trump,Republican,120,0.12
Sprague,John Kasich,Republican,49,0.049
Sprague,Ted Cruz,Republican,40,0.04
Stafford,Donald Trump,Republican,459,0.459
Stafford,John Kasich,Republican,137,0.137
Stafford,Ted Cruz,Republican,114,0.114
Stamford,Donald Trump,Republican,3473,3.473
Stamford,John Kasich,Republican,1830,1.83
Stamford,Ted Cruz,Republican,619,0.619
Sterling,Donald Trump,Republican,175,0.175
Sterling,John Kasich,Republican,33,0.033
Sterling,Ted Cruz,Republican,20,0.02
Stonington,Donald Trump,Republican,707,0.707
Stonington,John Kasich,Republican,481,0.481
Stonington,Ted Cruz,Republican,144,0.144
Stratford,Donald Trump,Republican,1906,1.906
Stratford,John Kasich,Republican,652,0.652
Stratford,Ted Cruz,Republican,297,0.297
Suffield,Donald Trump,Republican,755,0.755
Suffield,John Kasich,Republican,388,0.388
Suffield,Ted Cruz,Republican,148,0.148
Thomaston,Donald Trump,Republican,451,0.451
Thomaston,John Kasich,Republican,119,0.119
Thomaston,Ted Cruz,Republican,86,0.086
Thompson,Donald Trump,Republican,339,0.339
Thompson,John Kasich,Republican,114,0.114
Thompson,Ted Cruz,Republican,87,0.087
Tolland,Donald Trump,Republican,648,0.648
Tolland,John Kasich,Republican,404,0.404
Tolland,Ted Cruz,Republican,172,0.172
Torrington,Donald Trump,Republican,1353,1.353
Torrington,John Kasich,Republican,420,0.42
Torrington,Ted Cruz,Republican,258,0.258
Trumbull,Donald Trump,Republican,1946,1.946
Trumbull,John Kasich,Republican,915,0.915
Trumbull,Ted Cruz,Republican,323,0.323
Union,Donald Trump,Republican,73,0.073
Union,John Kasich,Republican,32,0.032
Union,Ted Cruz,Republican,16,0.016
Vernon,Donald Trump,Republican,901,0.901
Vernon,John Kasich,Republican,440,0.44
Vernon,Ted Cruz,Republican,206,0.206
Voluntown,Donald Trump,Republican,160,0.16
Voluntown,John Kasich,Republican,42,0.042
Voluntown,Ted Cruz,Republican,18,0.018
Wallingford,Donald Trump,Republican,1590,1.59
Wallingford,John Kasich,Republican,622,0.622
Wallingford,Ted Cruz,Republican,368,0.368
Warren,Donald Trump,Republican,107,0.107
Warren,John Kasich,Republican,56,0.056
Warren,Ted Cruz,Republican,27,0.027
Washington,Donald Trump,Republican,189,0.189
Washington,John Kasich,Republican,119,0.119
Washington,Ted Cruz,Republican,40,0.04
Waterbury,Donald Trump,Republican,1782,1.782
Waterbury,John Kasich,Republican,333,0.333
Waterbury,Ted Cruz,Republican,289,0.289
Waterford,Donald Trump,Republican,856,0.856
Waterford,John Kasich,Republican,329,0.329
Waterford,Ted Cruz,Republican,164,0.164
Watertown,Donald Trump,Republican,1430,1.43
Watertown,John Kasich,Republican,367,0.367
Watertown,Ted Cruz,Republican,235,0.235
West Hartford,Donald Trump,Republican,1440,1.44
West Hartford,John Kasich,Republican,1519,1.519
West Hartford,Ted Cruz,Republican,345,0.345
West Haven,Donald Trump,Republican,917,0.917
West Haven,John Kasich,Republican,196,0.196
West Haven,Ted Cruz,Republican,150,0.15
Westbrook,Donald Trump,Republican,444,0.444
Westbrook,John Kasich,Republican,165,0.165
Westbrook,Ted Cruz,Republican,57,0.057
Weston,Donald Trump,Republican,454,0.454
Weston,John Kasich,Republican,413,0.413
Weston,Ted Cruz,Republican,94,0.094
Westport,Donald Trump,Republican,1053,1.053
Westport,John Kasich,Republican,1098,1.098
Westport,Ted Cruz,Republican,165,0.165
Wethersfield,Donald Trump,Republican,1179,1.179
Wethersfield,John Kasich,Republican,564,0.564
Wethersfield,Ted Cruz,Republican,220,0.22
Willington,Donald Trump,Republican,249,0.249
Willington,John Kasich,Republican,109,0.109
Willington,Ted Cruz,Republican,63,0.063
Wilton,Donald Trump,Republican,957,0.957
Wilton,John Kasich,Republican,930,0.93
Wilton,Ted Cruz,Republican,184,0.184
Winchester,Donald Trump,Republican,424,0.424
Winchester,John Kasich,Republican,132,0.132
Winchester,Ted Cruz,Republican,85,0.085
Windham,Donald Trump,Republican,349,0.349
Windham,John Kasich,Republican,136,0.136
Windham,Ted Cruz,Republican,87,0.087
Windsor,Donald Trump,Republican,742,0.742
Windsor,John Kasich,Republican,468,0.468
Windsor,Ted Cruz,Republican,205,0.205
Windsor Locks,Donald Trump,Republican,422,0.422
Windsor Locks,John Kasich,Republican,166,0.166
Windsor Locks,Ted Cruz,Republican,81,0.081
Wolcott,Donald Trump,Republican,1021,1.021
Wolcott,John Kasich,Republican,190,0.19
Wolcott,Ted Cruz,Republican,152,0.152
Woodbridge,Donald Trump,Republican,406,0.406
Woodbridge,John Kasich,Republican,265,0.265
Woodbridge,Ted Cruz,Republican,66,0.066
Woodbury,Donald Trump,Republican,835,0.835
Woodbury,John Kasich,Republican,397,0.397
Woodbury,Ted Cruz,Republican,172,0.172
Woodstock,Donald Trump,Republican,457,0.457
Woodstock,John Kasich,Republican,230,0.23
Woodstock,Ted Cruz,Republican,130,0.13
Kent,Bernie Sanders,Democrat,4980,4.98
Kent,Hillary Clinton,Democrat,7338,7.338
New Castle,Bernie Sanders,Democrat,25738,25.738
New Castle,Hillary Clinton,Democrat,38580,38.58
Sussex,Bernie Sanders,Democrat,5941,5.941
Sussex,Hillary Clinton,Democrat,10032,10.032
Kent,Donald Trump,Republican,8294,8.294
Kent,John Kasich,Republican,1669,1.669
Kent,Ted Cruz,Republican,2324,2.324
New Castle,Donald Trump,Republican,16384,16.384
New Castle,John Kasich,Republican,8807,8.807
New Castle,Ted Cruz,Republican,5878,5.878
Sussex,Donald Trump,Republican,17794,17.794
Sussex,John Kasich,Republican,3749,3.749
Sussex,Ted Cruz,Republican,2908,2.908
Alachua,Bernie Sanders,Democrat,17590,17.59
Alachua,Hillary Clinton,Democrat,17733,17.733
Baker,Bernie Sanders,Democrat,805,0.805
Baker,Hillary Clinton,Democrat,654,0.654
Bay,Bernie Sanders,Democrat,4131,4.131
Bay,Hillary Clinton,Democrat,5209,5.209
Bradford,Bernie Sanders,Democrat,908,0.908
Bradford,Hillary Clinton,Democrat,1056,1.056
Brevard,Bernie Sanders,Democrat,20083,20.083
Brevard,Hillary Clinton,Democrat,31835,31.835
Broward,Bernie Sanders,Democrat,48330,48.33
Broward,Hillary Clinton,Democrat,132527,132.527
Calhoun,Bernie Sanders,Democrat,545,0.545
Calhoun,Hillary Clinton,Democrat,437,0.437
Charlotte,Bernie Sanders,Democrat,4634,4.634
Charlotte,Hillary Clinton,Democrat,8125,8.125
Citrus,Bernie Sanders,Democrat,4776,4.776
Citrus,Hillary Clinton,Democrat,6863,6.863
Clay,Bernie Sanders,Democrat,3698,3.698
Clay,Hillary Clinton,Democrat,5345,5.345
Collier,Bernie Sanders,Democrat,6127,6.127
Collier,Hillary Clinton,Democrat,12712,12.712
Columbia,Bernie Sanders,Democrat,1676,1.676
Columbia,Hillary Clinton,Democrat,2299,2.299
DeSoto,Bernie Sanders,Democrat,726,0.726
DeSoto,Hillary Clinton,Democrat,987,0.987
Dixie,Bernie Sanders,Democrat,459,0.459
Dixie,Hillary Clinton,Democrat,409,0.409
Duval,Bernie Sanders,Democrat,26716,26.716
Duval,Hillary Clinton,Democrat,58632,58.632
Escambia,Bernie Sanders,Democrat,9318,9.318
Escambia,Hillary Clinton,Democrat,16765,16.765
Flagler,Bernie Sanders,Democrat,2977,2.977
Flagler,Hillary Clinton,Democrat,6152,6.152
Franklin,Bernie Sanders,Democrat,647,0.647
Franklin,Hillary Clinton,Democrat,665,0.665
Gadsden,Bernie Sanders,Democrat,1944,1.944
Gadsden,Hillary Clinton,Democrat,7446,7.446
Gilchrist,Bernie Sanders,Democrat,578,0.578
Gilchrist,Hillary Clinton,Democrat,428,0.428
Glades,Bernie Sanders,Democrat,313,0.313
Glades,Hillary Clinton,Democrat,387,0.387
Gulf,Bernie Sanders,Democrat,520,0.52
Gulf,Hillary Clinton,Democrat,568,0.568
Hamilton,Bernie Sanders,Democrat,479,0.479
Hamilton,Hillary Clinton,Democrat,758,0.758
Hardee,Bernie Sanders,Democrat,393,0.393
Hardee,Hillary Clinton,Democrat,529,0.529
Hendry,Bernie Sanders,Democrat,647,0.647
Hendry,Hillary Clinton,Democrat,1156,1.156
Hernando,Bernie Sanders,Democrat,5512,5.512
Hernando,Hillary Clinton,Democrat,8882,8.882
Highlands,Bernie Sanders,Democrat,2054,2.054
Highlands,Hillary Clinton,Democrat,3711,3.711
Hillsborough,Bernie Sanders,Democrat,38505,38.505
Hillsborough,Hillary Clinton,Democrat,68936,68.936
Holmes,Bernie Sanders,Democrat,619,0.619
Holmes,Hillary Clinton,Democrat,339,0.339
Indian River,Bernie Sanders,Democrat,3926,3.926
Indian River,Hillary Clinton,Democrat,6897,6.897
Jackson,Bernie Sanders,Democrat,1840,1.84
Jackson,Hillary Clinton,Democrat,2798,2.798
Jefferson,Bernie Sanders,Democrat,762,0.762
Jefferson,Hillary Clinton,Democrat,1671,1.671
Lafayette,Bernie Sanders,Democrat,501,0.501
Lafayette,Hillary Clinton,Democrat,295,0.295
Lake,Bernie Sanders,Democrat,8465,8.465
Lake,Hillary Clinton,Democrat,15914,15.914
Lee,Bernie Sanders,Democrat,15624,15.624
Lee,Hillary Clinton,Democrat,27940,27.94
Leon,Bernie Sanders,Democrat,19866,19.866
Leon,Hillary Clinton,Democrat,27333,27.333
Levy,Bernie Sanders,Democrat,1354,1.354
Levy,Hillary Clinton,Democrat,1570,1.57
Liberty,Bernie Sanders,Democrat,392,0.392
Liberty,Hillary Clinton,Democrat,316,0.316
Madison,Bernie Sanders,Democrat,741,0.741
Madison,Hillary Clinton,Democrat,1542,1.542
Manatee,Bernie Sanders,Democrat,10165,10.165
Manatee,Hillary Clinton,Democrat,18116,18.116
Marion,Bernie Sanders,Democrat,9892,9.892
Marion,Hillary Clinton,Democrat,18220,18.22
Martin,Bernie Sanders,Democrat,4101,4.101
Martin,Hillary Clinton,Democrat,6523,6.523
Miami-Dade,Bernie Sanders,Democrat,42009,42.009
Miami-Dade,Hillary Clinton,Democrat,129467,129.467
Monroe,Bernie Sanders,Democrat,3739,3.739
Monroe,Hillary Clinton,Democrat,4830,4.83
Nassau,Bernie Sanders,Democrat,2060,2.06
Nassau,Hillary Clinton,Democrat,2910,2.91
Okaloosa,Bernie Sanders,Democrat,3782,3.782
Okaloosa,Hillary Clinton,Democrat,4559,4.559
Okeechobee,Bernie Sanders,Democrat,784,0.784
Okeechobee,Hillary Clinton,Democrat,1150,1.15
Orange,Bernie Sanders,Democrat,36639,36.639
Orange,Hillary Clinton,Democrat,66654,66.654
Osceola,Bernie Sanders,Democrat,7273,7.273
Osceola,Hillary Clinton,Democrat,16512,16.512
Palm Beach,Bernie Sanders,Democrat,39314,39.314
Palm Beach,Hillary Clinton,Democrat,103369,103.369
Pasco,Bernie Sanders,Democrat,14493,14.493
Pasco,Hillary Clinton,Democrat,21760,21.76
Pinellas,Bernie Sanders,Democrat,39742,39.742
Pinellas,Hillary Clinton,Democrat,63699,63.699
Polk,Bernie Sanders,Democrat,15473,15.473
Polk,Hillary Clinton,Democrat,29328,29.328
Putnam,Bernie Sanders,Democrat,2747,2.747
Putnam,Hillary Clinton,Democrat,3182,3.182
Santa Rosa,Bernie Sanders,Democrat,3602,3.602
Santa Rosa,Hillary Clinton,Democrat,3938,3.938
Sarasota,Bernie Sanders,Democrat,15776,15.776
Sarasota,Hillary Clinton,Democrat,25881,25.881
Seminole,Bernie Sanders,Democrat,15100,15.1
Seminole,Hillary Clinton,Democrat,22069,22.069
St. Johns,Bernie Sanders,Democrat,6953,6.953
St. Johns,Hillary Clinton,Democrat,9734,9.734
St. Lucie,Bernie Sanders,Democrat,8091,8.091
St. Lucie,Hillary Clinton,Democrat,17554,17.554
